"","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"1794","ATP5L","PE",0.5384218,0.3257173,"no hit"
"1795","YARS","PA",0.0936667,0.7984965,"no hit"
"1796","YARS","PE",0.0917299,0.8025687,"no hit"
"1797","HEXA","PA",-0.1304777,0.7994882,"no hit"
"1798","HEXA","PE",0.0904322,0.8601895,"no hit"
"1799","LRP1","PA",-0.0884887,0.802489,"no hit"
"1800","LRP1","PE",-0.1882392,0.5957946,"no hit"
"1801","PSMA6","PA",-0.0790482,0.8025318,"no hit"
"1802","PSMA6","PE",-0.1002187,0.7513365,"no hit"
"1803","HFE","PA",-0.0633784,0.812673,"no hit"
"1804","HFE","PE",-0.1349335,0.6148657,"no hit"
"1805","CSRP1","PA",-0.144154,0.8143225,"no hit"
"1806","CSRP1","PE",0.3807524,0.5369149,"no hit"
"1807","ARL8B","PA",-0.07897,0.8170548,"no hit"
"1808","ARL8B","PE",-0.1170163,0.7319887,"no hit"
"1809","SRP9","PA",-0.0628013,0.8244172,"no hit"
"1810","SRP9","PE",-0.2270302,0.4263129,"no hit"
"1811","PDLIM1","PA",0.0628402,0.8247736,"no hit"
"1812","PDLIM1","PE",0.3823953,0.1882691,"no hit"
"1813","SLC39A14","PA",0.0772715,0.8265446,"no hit"
"1814","SLC39A14","PE",-0.1539015,0.6631376,"no hit"
"1815","PDCD4","PA",-0.1259747,0.8317181,"no hit"
"1816","PDCD4","PE",-0.4801519,0.421892,"no hit"
"1817","PPT1","PA",-0.0854106,0.8379196,"no hit"
"1818","PPT1","PE",0.0349463,0.9332663,"no hit"
"1819","CDC2|CDK1","PA",-0.1187053,0.8424946,"no hit"
"1820","CDC2|CDK1","PE",-0.3084831,0.6067294,"no hit"
"1821","CTSD","PA",-0.0898063,0.8463845,"no hit"
"1822","CTSD","PE",-0.1605212,0.7294295,"no hit"
"1823","GBA","PA",0.0825128,0.8464854,"no hit"
"1824","GBA","PE",0.2852768,0.5056893,"no hit"
"1825","NSF","PA",-0.122332,0.8513473,"no hit"
"1826","NSF","PE",-0.1084306,0.8680612,"no hit"
"1827","SLC7A1","PA",-0.0636021,0.8565324,"no hit"
"1828","SLC7A1","PE",-0.331782,0.3512966,"no hit"
"1829","VLDLR","PA",-0.0737174,0.8565649,"no hit"
"1830","VLDLR","PE",-0.3844171,0.351565,"no hit"
"1831","PRPF19","PA",0.0708285,0.8592001,"no hit"
"1832","PRPF19","PE",0.1949323,0.6263926,"no hit"
"1833","ZDHHC20","PA",0.043056,0.8599042,"no hit"
"1834","ZDHHC20","PE",-0.1573023,0.5212706,"no hit"
"1835","DHX9","PA",-0.1075302,0.8607339,"no hit"
"1836","DHX9","PE",0.228274,0.7099837,"no hit"
"1837","GALNT2","PA",0.0812879,0.8675514,"no hit"
"1838","GALNT2","PE",0.0380946,0.9376862,"no hit"
"1839","PPA2","PA",0.0608126,0.8682336,"no hit"
"1840","PPA2","PE",0.2148074,0.5595905,"no hit"
"1841","RAB5C","PA",0.0517004,0.8700332,"no hit"
"1842","RAB5C","PE",0.1389822,0.6607945,"no hit"
"1843","KPNA2","PA",0.0419851,0.870911,"no hit"
"1844","KPNA2","PE",0.098318,0.7040141,"no hit"
"1845","SLC16A3","PA",-0.0699334,0.8714253,"no hit"
"1846","SLC16A3","PE",-0.4148181,0.3429709,"no hit"
"1847","ACP2","PA",0.0928626,0.8763927,"no hit"
"1848","ACP2","PE",0.3662572,0.5415403,"no hit"
"1849","HIST1H4A","PA",-0.122218,0.8797828,"no hit"
"1850","HIST1H4A","PE",0.2442689,0.7626573,"no hit"
"1851","YIF1B","PA",-0.0600393,0.8836737,"no hit"
"1852","YIF1B","PE",-0.2527999,0.5398689,"no hit"
"1853","PRKDC","PA",0.0878348,0.8876082,"no hit"
"1854","PRKDC","PE",0.0620125,0.9205066,"no hit"
"1855","KHSRP","PA",-0.0261144,0.8918171,"no hit"
"1856","KHSRP","PE",-0.2753133,0.1629189,"no hit"
"1857","IARS","PA",0.0727343,0.8929414,"no hit"
"1858","IARS","PE",0.2864244,0.5974649,"no hit"
"1859","SLC3A2","PA",0.0435545,0.9004529,"no hit"
"1860","SLC3A2","PE",-0.0473317,0.8918751,"no hit"
"1861","HNRNPU","PA",0.0680859,0.9049979,"no hit"
"1862","HNRNPU","PE",0.2218324,0.6979303,"no hit"
"1863","ILF2","PA",-0.0524385,0.9057428,"no hit"
"1864","ILF2","PE",-0.138628,0.7545349,"no hit"
"1865","SEC22B","PA",-0.0333094,0.9063033,"no hit"
"1866","SEC22B","PE",-0.0596189,0.8332149,"no hit"
"1867","CLIC1","PA",-0.0262637,0.9088678,"no hit"
"1868","CLIC1","PE",-0.472471,0.0510675,"no hit"
"1869","CPD","PA",-0.0400661,0.910731,"no hit"
"1870","CPD","PE",-0.2129421,0.5531499,"no hit"
"1871","DDX5","PA",-0.0598607,0.9112142,"no hit"
"1872","DDX5","PE",0.3519765,0.5144844,"no hit"
"1873","NPC1","PA",0.0517273,0.9151675,"no hit"
"1874","NPC1","PE",0.2383349,0.6246705,"no hit"
"1875","GLB1","PA",0.0356149,0.9373261,"no hit"
"1876","GLB1","PE",0.2081011,0.6468527,"no hit"
"1877","SERINC1","PA",0.0357022,0.9426638,"no hit"
"1878","SERINC1","PE",0.1605051,0.7467786,"no hit"
"1879","PRSS56","PA",-0.0237832,0.9443177,"no hit"
"1880","PRSS56","PE",-0.1718653,0.6149892,"no hit"
"1881","COTL1","PA",-0.0221659,0.9488216,"no hit"
"1882","COTL1","PE",-0.2204299,0.525592,"no hit"
"1883","SRP14","PA",-0.0416633,0.9502728,"no hit"
"1884","SRP14","PE",-0.0499319,0.9404222,"no hit"
"1885","NAPG","PA",-0.0155178,0.9519423,"no hit"
"1886","NAPG","PE",-0.3614983,0.1714763,"no hit"
"1887","RAB4A","PA",0.0141311,0.952299,"no hit"
"1888","RAB4A","PE",-0.1636162,0.4914075,"no hit"
"1889","ERP44","PA",0.0170711,0.9549588,"no hit"
"1890","ERP44","PE",-0.0037553,0.9900864,"no hit"
"1891","IL6ST","PA",0.0147408,0.9589332,"no hit"
"1892","IL6ST","PE",-0.0802392,0.779483,"no hit"
"1893","LAMP1","PA",-0.0208422,0.9605424,"no hit"
"1894","LAMP1","PE",0.2776255,0.512425,"no hit"
"1895","EIF3J","PA",-0.0234196,0.9611731,"no hit"
"1896","EIF3J","PE",-0.5000801,0.3056907,"no hit"
"1897","HSP90AA1","PA",-0.0190077,0.9632116,"no hit"
"1898","HSP90AA1","PE",-0.1032756,0.802282,"no hit"
"1899","SRP72","PA",0.0201781,0.9688414,"no hit"
"1900","SRP72","PE",0.0322529,0.9502171,"no hit"
"1901","FSCN1","PA",0.0184615,0.9713632,"no hit"
"1902","FSCN1","PE",0.208242,0.6862032,"no hit"
"1903","PRDX4","PA",-0.0146193,0.9714058,"no hit"
"1904","PRDX4","PE",0.4215892,0.3083293,"no hit"
"1905","STK26","PA",-0.0033419,0.9840069,"no hit"
"1906","STK26","PE",0.0810178,0.6281173,"no hit"
"1907","CD63","PA",0.0088463,0.9888679,"no hit"
"1908","CD63","PE",0.2716092,0.6691684,"no hit"
"1909","SPTAN1","PA",0.0098815,0.9892468,"no hit"
"1910","SPTAN1","PE",0.5237709,0.4781006,"no hit"
"1911","LMAN1","PA",-0.0089397,0.9903722,"no hit"
"1912","LMAN1","PE",-0.0809709,0.9129827,"no hit"
"1913","DDX17","PA",0.0016574,0.9962328,"no hit"
"1914","DDX17","PE",-0.1396869,0.6913271,"no hit"
"1915","GAPDH","PA",0.0024854,0.9968991,"no hit"
"1916","GAPDH","PE",-0.0249406,0.968891,"no hit"
"1917","RRAS","PA",0.0003442,0.9991908,"no hit"
"1918","RRAS","PE",0.3152153,0.3586577,"no hit"
"1919","HNRNPF","PA",-0.0001318,0.9998786,"no hit"
"1920","HNRNPF","PE",-0.4538482,0.6018054,"no hit"
"1921",NA,"PA",NA,NA,NA
"1922",NA,"PE",NA,NA,NA
